measure_date,hour,visits,devices
2019-06-02,4,0,19309615
2019-06-02,5,1,19309615
2019-06-02,6,0,19309615
2019-06-02,7,1,19309615
2019-06-02,8,0,19309615
2019-06-02,9,5,19309615
2019-06-02,10,7,19309615
2019-06-02,11,4,19309615
2019-06-02,12,4,19309615
2019-06-02,13,6,19309615
2019-06-02,14,10,19309615
2019-06-02,15,5,19309615
2019-06-02,16,8,19309615
2019-06-02,17,3,19309615
2019-06-02,18,3,19309615
2019-06-02,19,0,19309615
2019-06-02,20,0,19309615
2019-06-02,21,0,19309615
2019-06-02,22,0,19309615
2019-06-02,23,0,19309615
2019-06-03,0,0,18796410
2019-06-03,1,0,18796410
2019-06-03,2,0,18796410
2019-06-03,3,0,18796410
2019-06-03,4,0,18796410
2019-06-03,5,0,18796410
2019-06-03,6,3,18796410
2019-06-03,7,2,18796410
2019-06-03,8,2,18796410
2019-06-03,9,4,18796410
2019-06-03,10,2,18796410
2019-06-03,11,4,18796410
2019-06-03,12,14,18796410
2019-06-03,13,3,18796410
2019-06-03,14,4,18796410
2019-06-03,15,4,18796410
2019-06-03,16,1,18796410
2019-06-03,17,1,18796410
2019-06-03,18,1,18796410
2019-06-03,19,0,18796410
2019-06-03,20,1,18796410
2019-06-03,21,0,18796410
2019-06-03,22,0,18796410
2019-06-03,23,0,18796410
2019-06-04,0,0,19556233
2019-06-04,1,0,19556233
2019-06-04,2,0,19556233
2019-06-04,3,0,19556233
2019-06-04,4,0,19556233
2019-06-04,5,0,19556233
2019-06-04,6,1,19556233
2019-06-04,7,3,19556233
2019-06-04,8,4,19556233
2019-06-04,9,4,19556233
2019-06-04,10,10,19556233
2019-06-04,11,4,19556233
2019-06-04,12,4,19556233
2019-06-04,13,7,19556233
2019-06-04,14,3,19556233
2019-06-04,15,2,19556233
2019-06-04,16,2,19556233
2019-06-04,17,2,19556233
2019-06-04,18,0,19556233
2019-06-04,19,0,19556233
2019-06-04,20,0,19556233
2019-06-04,21,1,19556233
2019-06-04,22,0,19556233
2019-06-04,23,0,19556233
2019-06-05,0,0,20149362
2019-06-05,1,0,20149362
2019-06-05,2,0,20149362
2019-06-05,3,0,20149362
2019-06-05,4,0,20149362
2019-06-05,5,0,20149362
2019-06-05,6,0,20149362
2019-06-05,7,4,20149362
2019-06-05,8,0,20149362
2019-06-05,9,1,20149362
2019-06-05,10,5,20149362
2019-06-05,11,3,20149362
2019-06-05,12,9,20149362
2019-06-05,13,5,20149362
2019-06-05,14,1,20149362
2019-06-05,15,6,20149362
2019-06-05,16,1,20149362
2019-06-05,17,1,20149362
2019-06-05,18,2,20149362
2019-06-05,19,2,20149362
2019-06-05,20,0,20149362
2019-06-05,21,1,20149362
2019-06-05,22,0,20149362
2019-06-05,23,0,20149362
2019-06-06,0,0,19141919
2019-06-06,1,0,19141919
2019-06-06,2,0,19141919
2019-06-06,3,0,19141919
2019-06-06,4,0,19141919
2019-06-06,5,0,19141919
2019-06-06,6,1,19141919
2019-06-06,7,1,19141919
2019-06-06,8,0,19141919
2019-06-06,9,7,19141919
2019-06-06,10,6,19141919
2019-06-06,11,7,19141919
2019-06-06,12,4,19141919
2019-06-06,13,5,19141919
2019-06-06,14,4,19141919
2019-06-06,15,7,19141919
2019-06-06,16,6,19141919
2019-06-06,17,0,19141919
2019-06-06,18,2,19141919
2019-06-06,19,2,19141919
2019-06-06,20,1,19141919
2019-06-06,21,1,19141919
2019-06-06,22,0,19141919
2019-06-06,23,0,19141919
2019-06-07,0,0,18977355
2019-06-07,1,0,18977355
2019-06-07,2,0,18977355
2019-06-07,3,0,18977355
2019-06-07,4,0,18977355
2019-06-07,5,0,18977355
2019-06-07,6,0,18977355
2019-06-07,7,1,18977355
2019-06-07,8,2,18977355
2019-06-07,9,2,18977355
2019-06-07,10,8,18977355
2019-06-07,11,5,18977355
2019-06-07,12,5,18977355
2019-06-07,13,8,18977355
2019-06-07,14,2,18977355
2019-06-07,15,1,18977355
2019-06-07,16,3,18977355
2019-06-07,17,2,18977355
2019-06-07,18,0,18977355
2019-06-07,19,2,18977355
2019-06-07,20,1,18977355
2019-06-07,21,0,18977355
2019-06-07,22,0,18977355
2019-06-07,23,0,18977355
2019-06-08,0,0,18458311
2019-06-08,1,0,18458311
2019-06-08,2,0,18458311
2019-06-08,3,0,18458311
2019-06-08,4,0,18458311
2019-06-08,5,0,18458311
2019-06-08,6,0,18458311
2019-06-08,7,2,18458311
2019-06-08,8,2,18458311
2019-06-08,9,0,18458311
2019-06-08,10,3,18458311
2019-06-08,11,6,18458311
2019-06-08,12,7,18458311
2019-06-08,13,4,18458311
2019-06-08,14,4,18458311
2019-06-08,15,3,18458311
2019-06-08,16,0,18458311
2019-06-08,17,1,18458311
2019-06-08,18,4,18458311
2019-06-08,19,1,18458311
2019-06-08,20,0,18458311
2019-06-08,21,0,18458311
2019-06-08,22,0,18458311
2019-06-08,23,0,18458311
2019-06-09,0,0,18040468
2019-06-09,1,0,18040468
2019-06-09,2,0,18040468
2019-06-09,3,0,18040468
2019-06-09,4,0,18040468
2019-06-09,5,2,18040468
2019-06-09,6,0,18040468
2019-06-09,7,3,18040468
2019-06-09,8,3,18040468
2019-06-09,9,1,18040468
2019-06-09,10,3,18040468
2019-06-09,11,6,18040468
2019-06-09,12,2,18040468
2019-06-09,13,8,18040468
2019-06-09,14,5,18040468
2019-06-09,15,4,18040468
2019-06-09,16,5,18040468
2019-06-09,17,1,18040468
2019-06-09,18,0,18040468
2019-06-09,19,2,18040468
2019-06-09,20,1,18040468
2019-06-09,21,1,18040468
2019-06-09,22,1,18040468
2019-06-09,23,1,18040468
2019-06-10,0,1,18953510
2019-06-10,1,0,18953510
2019-06-10,2,0,18953510
2019-06-10,3,0,18953510
2019-06-10,4,0,18953510
2019-06-10,5,2,18953510
2019-06-10,6,3,18953510
2019-06-10,7,1,18953510
2019-06-10,8,3,18953510
2019-06-10,9,3,18953510
2019-06-10,10,5,18953510
2019-06-10,11,6,18953510
2019-06-10,12,3,18953510
2019-06-10,13,5,18953510
2019-06-10,14,4,18953510
2019-06-10,15,6,18953510
2019-06-10,16,1,18953510
2019-06-10,17,2,18953510
2019-06-10,18,0,18953510
2019-06-10,19,3,18953510
2019-06-10,20,1,18953510
2019-06-10,21,0,18953510
2019-06-10,22,0,18953510
2019-06-10,23,1,18953510
2019-06-11,0,0,19002381
2019-06-11,1,0,19002381
2019-06-11,2,0,19002381
2019-06-11,3,0,19002381
2019-06-11,4,0,19002381
2019-06-11,5,0,19002381
2019-06-11,6,0,19002381
2019-06-11,7,3,19002381
2019-06-11,8,2,19002381
2019-06-11,9,1,19002381
2019-06-11,10,10,19002381
2019-06-11,11,14,19002381
2019-06-11,12,7,19002381
2019-06-11,13,4,19002381
2019-06-11,14,3,19002381
2019-06-11,15,5,19002381
2019-06-11,16,5,19002381
2019-06-11,17,1,19002381
2019-06-11,18,2,19002381
2019-06-11,19,0,19002381
2019-06-11,20,1,19002381
2019-06-11,21,0,19002381
2019-06-11,22,0,19002381
2019-06-11,23,0,19002381
2019-06-12,0,0,18854438
2019-06-12,1,0,18854438
2019-06-12,2,0,18854438
2019-06-12,3,0,18854438
2019-06-12,4,0,18854438
2019-06-12,5,0,18854438
2019-06-12,6,0,18854438
2019-06-12,7,2,18854438
2019-06-12,8,2,18854438
2019-06-12,9,4,18854438
2019-06-12,10,4,18854438
2019-06-12,11,8,18854438
2019-06-12,12,8,18854438
2019-06-12,13,3,18854438
2019-06-12,14,5,18854438
2019-06-12,15,4,18854438
2019-06-12,16,3,18854438
2019-06-12,17,0,18854438
2019-06-12,18,3,18854438
2019-06-12,19,1,18854438
2019-06-12,20,1,18854438
2019-06-12,21,0,18854438
2019-06-12,22,0,18854438
2019-06-12,23,0,18854438
2019-06-13,0,1,18615014
2019-06-13,1,0,18615014
2019-06-13,2,0,18615014
2019-06-13,3,0,18615014
2019-06-13,4,0,18615014
2019-06-13,5,0,18615014
2019-06-13,6,0,18615014
2019-06-13,7,3,18615014
2019-06-13,8,5,18615014
2019-06-13,9,3,18615014
2019-06-13,10,3,18615014
2019-06-13,11,4,18615014
2019-06-13,12,2,18615014
2019-06-13,13,4,18615014
2019-06-13,14,3,18615014
2019-06-13,15,4,18615014
2019-06-13,16,0,18615014
2019-06-13,17,2,18615014
2019-06-13,18,5,18615014
2019-06-13,19,1,18615014
2019-06-13,20,0,18615014
2019-06-13,21,0,18615014
2019-06-13,22,0,18615014
2019-06-13,23,0,18615014
2019-06-14,0,1,18309297
2019-06-14,1,0,18309297
2019-06-14,2,0,18309297
2019-06-14,3,0,18309297
2019-06-14,4,0,18309297
2019-06-14,5,0,18309297
2019-06-14,6,2,18309297
2019-06-14,7,1,18309297
2019-06-14,8,3,18309297
2019-06-14,9,3,18309297
2019-06-14,10,1,18309297
2019-06-14,11,8,18309297
2019-06-14,12,7,18309297
2019-06-14,13,9,18309297
2019-06-14,14,15,18309297
2019-06-14,15,8,18309297
2019-06-14,16,3,18309297
2019-06-14,17,1,18309297
2019-06-14,18,4,18309297
2019-06-14,19,0,18309297
2019-06-14,20,1,18309297
2019-06-14,21,0,18309297
2019-06-14,22,0,18309297
2019-06-14,23,0,18309297
2019-06-15,0,0,17835295
2019-06-15,1,0,17835295
2019-06-15,2,0,17835295
2019-06-15,3,0,17835295
2019-06-15,4,0,17835295
2019-06-15,5,1,17835295
2019-06-15,6,2,17835295
2019-06-15,7,1,17835295
2019-06-15,8,3,17835295
2019-06-15,9,4,17835295
2019-06-15,10,3,17835295
2019-06-15,11,5,17835295
2019-06-15,12,7,17835295
2019-06-15,13,9,17835295
2019-06-15,14,7,17835295
2019-06-15,15,7,17835295
2019-06-15,16,1,17835295
2019-06-15,17,1,17835295
2019-06-15,18,6,17835295
2019-06-15,19,1,17835295
2019-06-15,20,0,17835295
2019-06-15,21,0,17835295
2019-06-15,22,0,17835295
2019-06-15,23,1,17835295
2019-06-16,0,0,18006180
2019-06-16,1,1,18006180
2019-06-16,2,1,18006180
2019-06-16,3,0,18006180
2019-06-16,4,0,18006180
2019-06-16,5,1,18006180
2019-06-16,6,1,18006180
2019-06-16,7,0,18006180
2019-06-16,8,2,18006180
2019-06-16,9,6,18006180
2019-06-16,10,7,18006180
2019-06-16,11,7,18006180
2019-06-16,12,3,18006180
2019-06-16,13,3,18006180
2019-06-16,14,12,18006180
2019-06-16,15,7,18006180
2019-06-16,16,9,18006180
2019-06-16,17,3,18006180
2019-06-16,18,7,18006180
2019-06-16,19,0,18006180
2019-06-16,20,1,18006180
2019-06-16,21,0,18006180
2019-06-16,22,0,18006180
2019-06-16,23,0,18006180
2019-06-17,0,0,18343337
2019-06-17,1,0,18343337
2019-06-17,2,0,18343337
2019-06-17,3,0,18343337
2019-06-17,4,0,18343337
2019-06-17,5,0,18343337
2019-06-17,6,5,18343337
2019-06-17,7,3,18343337
2019-06-17,8,5,18343337
2019-06-17,9,2,18343337
2019-06-17,10,3,18343337
2019-06-17,11,5,18343337
2019-06-17,12,4,18343337
2019-06-17,13,3,18343337
2019-06-17,14,2,18343337
2019-06-17,15,6,18343337
2019-06-17,16,6,18343337
2019-06-17,17,0,18343337
2019-06-17,18,1,18343337
2019-06-17,19,3,18343337
2019-06-17,20,0,18343337
2019-06-17,21,0,18343337
2019-06-17,22,0,18343337
2019-06-17,23,0,18343337
2019-06-18,0,0,18751658
2019-06-18,1,0,18751658
2019-06-18,2,0,18751658
2019-06-18,3,0,18751658
2019-06-18,4,0,18751658
2019-06-18,5,3,18751658
2019-06-18,6,1,18751658
2019-06-18,7,0,18751658
2019-06-18,8,4,18751658
2019-06-18,9,5,18751658
2019-06-18,10,6,18751658
2019-06-18,11,5,18751658
2019-06-18,12,7,18751658
2019-06-18,13,1,18751658
2019-06-18,14,7,18751658
2019-06-18,15,8,18751658
2019-06-18,16,11,18751658
2019-06-18,17,2,18751658
2019-06-18,18,3,18751658
2019-06-18,19,2,18751658
2019-06-18,20,3,18751658
2019-06-18,21,0,18751658
2019-06-18,22,0,18751658
2019-06-18,23,0,18751658
2019-06-19,0,0,18529554
2019-06-19,1,0,18529554
2019-06-19,2,0,18529554
2019-06-19,3,0,18529554
2019-06-19,4,1,18529554
2019-06-19,5,0,18529554
2019-06-19,6,1,18529554
2019-06-19,7,0,18529554
2019-06-19,8,3,18529554
2019-06-19,9,5,18529554
2019-06-19,10,6,18529554
2019-06-19,11,7,18529554
2019-06-19,12,8,18529554
2019-06-19,13,8,18529554
2019-06-19,14,10,18529554
2019-06-19,15,6,18529554
2019-06-19,16,3,18529554
2019-06-19,17,3,18529554
2019-06-19,18,3,18529554
2019-06-19,19,0,18529554
2019-06-19,20,1,18529554
2019-06-19,21,0,18529554
2019-06-19,22,1,18529554
2019-06-19,23,0,18529554
2019-06-20,0,0,18942500
2019-06-20,1,0,18942500
2019-06-20,2,0,18942500
2019-06-20,3,0,18942500
2019-06-20,4,0,18942500
2019-06-20,5,1,18942500
2019-06-20,6,2,18942500
2019-06-20,7,0,18942500
2019-06-20,8,5,18942500
2019-06-20,9,8,18942500
2019-06-20,10,3,18942500
2019-06-20,11,5,18942500
2019-06-20,12,8,18942500
2019-06-20,13,5,18942500
2019-06-20,14,4,18942500
2019-06-20,15,1,18942500
2019-06-20,16,6,18942500
2019-06-20,17,1,18942500
2019-06-20,18,2,18942500
2019-06-20,19,1,18942500
2019-06-20,20,0,18942500
2019-06-20,21,0,18942500
2019-06-20,22,0,18942500
2019-06-20,23,0,18942500
2019-06-21,0,0,18366732
2019-06-21,1,0,18366732
2019-06-21,2,0,18366732
2019-06-21,3,0,18366732
2019-06-21,4,0,18366732
2019-06-21,5,0,18366732
2019-06-21,6,0,18366732
2019-06-21,7,1,18366732
2019-06-21,8,4,18366732
2019-06-21,9,4,18366732
2019-06-21,10,11,18366732
2019-06-21,11,6,18366732
2019-06-21,12,8,18366732
2019-06-21,13,12,18366732
2019-06-21,14,2,18366732
2019-06-21,15,3,18366732
2019-06-21,16,1,18366732
2019-06-21,17,6,18366732
2019-06-21,18,2,18366732
2019-06-21,19,0,18366732
2019-06-21,20,0,18366732
2019-06-21,21,1,18366732
2019-06-21,22,0,18366732
2019-06-21,23,0,18366732
2019-06-22,0,0,17686255
2019-06-22,1,0,17686255
2019-06-22,2,0,17686255
2019-06-22,3,0,17686255
2019-06-22,4,0,17686255
2019-06-22,5,0,17686255
2019-06-22,6,0,17686255
2019-06-22,7,0,17686255
2019-06-22,8,1,17686255
2019-06-22,9,6,17686255
2019-06-22,10,3,17686255
2019-06-22,11,3,17686255
2019-06-22,12,4,17686255
2019-06-22,13,8,17686255
2019-06-22,14,8,17686255
2019-06-22,15,8,17686255
2019-06-22,16,5,17686255
2019-06-22,17,1,17686255
2019-06-22,18,4,17686255
2019-06-22,19,0,17686255
2019-06-22,20,1,17686255
2019-06-22,21,0,17686255
2019-06-22,22,0,17686255
2019-06-22,23,0,17686255
2019-06-23,0,0,17889961
2019-06-23,1,0,17889961
2019-06-23,2,0,17889961
2019-06-23,3,0,17889961
2019-06-23,4,0,17889961
2019-06-23,5,0,17889961
2019-06-23,6,0,17889961
2019-06-23,7,3,17889961
2019-06-23,8,5,17889961
2019-06-23,9,9,17889961
2019-06-23,10,8,17889961
2019-06-23,11,7,17889961
2019-06-23,12,12,17889961
2019-06-23,13,6,17889961
2019-06-23,14,5,17889961
2019-06-23,15,5,17889961
2019-06-23,16,5,17889961
2019-06-23,17,0,17889961
2019-06-23,18,4,17889961
2019-06-23,19,1,17889961
2019-06-23,20,0,17889961
2019-06-23,21,2,17889961
2019-06-23,22,0,17889961
2019-06-23,23,0,17889961
2019-06-24,0,0,17388138
2019-06-24,1,0,17388138
2019-06-24,2,0,17388138
2019-06-24,3,0,17388138
2019-06-24,4,0,17388138
2019-06-24,5,0,17388138
2019-06-24,6,0,17388138
2019-06-24,7,1,17388138
2019-06-24,8,1,17388138
2019-06-24,9,12,17388138
2019-06-24,10,11,17388138
2019-06-24,11,6,17388138
2019-06-24,12,5,17388138
2019-06-24,13,4,17388138
2019-06-24,14,4,17388138
2019-06-24,15,7,17388138
2019-06-24,16,5,17388138
2019-06-24,17,1,17388138
2019-06-24,18,3,17388138
2019-06-24,19,0,17388138
2019-06-24,20,2,17388138
2019-06-24,21,1,17388138
2019-06-24,22,0,17388138
2019-06-24,23,0,17388138
2019-06-25,0,0,16352240
2019-06-25,1,0,16352240
2019-06-25,2,0,16352240
2019-06-25,3,0,16352240
2019-06-25,4,0,16352240
2019-06-25,5,0,16352240
2019-06-25,6,0,16352240
2019-06-25,7,1,16352240
2019-06-25,8,0,16352240
2019-06-25,9,0,16352240
2019-06-25,10,14,16352240
2019-06-25,11,6,16352240
2019-06-25,12,2,16352240
2019-06-25,13,4,16352240
2019-06-25,14,10,16352240
2019-06-25,15,4,16352240
2019-06-25,16,5,16352240
2019-06-25,17,1,16352240
2019-06-25,18,2,16352240
2019-06-25,19,0,16352240
2019-06-25,20,0,16352240
2019-06-25,21,0,16352240
2019-06-25,22,1,16352240
2019-06-25,23,0,16352240
2019-06-26,0,0,16347651
2019-06-26,1,0,16347651
2019-06-26,2,0,16347651
2019-06-26,3,0,16347651
2019-06-26,4,0,16347651
2019-06-26,5,0,16347651
2019-06-26,6,1,16347651
2019-06-26,7,1,16347651
2019-06-26,8,2,16347651
2019-06-26,9,4,16347651
2019-06-26,10,0,16347651
2019-06-26,11,8,16347651
2019-06-26,12,8,16347651
2019-06-26,13,2,16347651
2019-06-26,14,5,16347651
2019-06-26,15,5,16347651
2019-06-26,16,4,16347651
2019-06-26,17,1,16347651
2019-06-26,18,3,16347651
2019-06-26,19,1,16347651
2019-06-26,20,0,16347651
2019-06-26,21,0,16347651
2019-06-26,22,0,16347651
2019-06-26,23,0,16347651
2019-06-27,0,0,16666381
2019-06-27,1,0,16666381
2019-06-27,2,0,16666381
2019-06-27,3,0,16666381
2019-06-27,4,0,16666381
2019-06-27,5,0,16666381
2019-06-27,6,0,16666381
2019-06-27,7,3,16666381
2019-06-27,8,4,16666381
2019-06-27,9,5,16666381
2019-06-27,10,7,16666381
2019-06-27,11,3,16666381
2019-06-27,12,7,16666381
2019-06-27,13,3,16666381
2019-06-27,14,2,16666381
2019-06-27,15,9,16666381
2019-06-27,16,5,16666381
2019-06-27,17,0,16666381
2019-06-27,18,3,16666381
2019-06-27,19,0,16666381
2019-06-27,20,3,16666381
2019-06-27,21,1,16666381
2019-06-27,22,0,16666381
2019-06-27,23,0,16666381
2019-06-28,0,0,16709949
2019-06-28,1,1,16709949
2019-06-28,2,0,16709949
2019-06-28,3,0,16709949
2019-06-28,4,0,16709949
2019-06-28,5,0,16709949
2019-06-28,6,1,16709949
2019-06-28,7,2,16709949
2019-06-28,8,1,16709949
2019-06-28,9,2,16709949
2019-06-28,10,8,16709949
2019-06-28,11,4,16709949
2019-06-28,12,3,16709949
2019-06-28,13,6,16709949
2019-06-28,14,5,16709949
2019-06-28,15,3,16709949
2019-06-28,16,5,16709949
2019-06-28,17,0,16709949
2019-06-28,18,3,16709949
2019-06-28,19,0,16709949
2019-06-28,20,1,16709949
2019-06-28,21,2,16709949
2019-06-28,22,0,16709949
2019-06-28,23,0,16709949
2019-06-29,0,0,16307282
2019-06-29,1,0,16307282
2019-06-29,2,0,16307282
2019-06-29,3,0,16307282
2019-06-29,4,1,16307282
2019-06-29,5,0,16307282
2019-06-29,6,0,16307282
2019-06-29,7,1,16307282
2019-06-29,8,2,16307282
2019-06-29,9,2,16307282
2019-06-29,10,2,16307282
2019-06-29,11,4,16307282
2019-06-29,12,2,16307282
2019-06-29,13,10,16307282
2019-06-29,14,1,16307282
2019-06-29,15,5,16307282
2019-06-29,16,9,16307282
2019-06-29,17,7,16307282
2019-06-29,18,5,16307282
2019-06-29,19,2,16307282
2019-06-29,20,0,16307282
2019-06-29,21,1,16307282
2019-06-29,22,0,16307282
2019-06-29,23,0,16307282
2019-06-30,0,1,17418018
2019-06-30,1,0,17418018
2019-06-30,2,1,17418018
2019-06-30,3,0,17418018
2019-06-30,4,0,17418018
2019-06-30,5,0,17418018
2019-06-30,6,1,17418018
2019-06-30,7,1,17418018
2019-06-30,8,2,17418018
2019-06-30,9,9,17418018
2019-06-30,10,6,17418018
2019-06-30,11,6,17418018
2019-06-30,12,5,17418018
2019-06-30,13,3,17418018
2019-06-30,14,19,17418018
2019-06-30,15,7,17418018
2019-06-30,16,3,17418018
2019-06-30,17,5,17418018
2019-06-30,18,1,17418018
2019-06-30,19,0,17418018
2019-06-30,20,0,17418018
2019-06-30,21,1,17418018
2019-06-30,22,0,17418018
2019-06-30,23,0,17418018
2019-07-01,0,0,17392442
2019-07-01,1,0,17392442
2019-07-01,2,0,17392442
2019-07-01,3,0,17392442
2019-07-01,4,0,17392442
2019-07-01,5,2,17392442
2019-07-01,6,1,17392442
2019-07-01,7,1,17392442
2019-07-01,8,7,17392442
2019-07-01,9,4,17392442
2019-07-01,10,9,17392442
2019-07-01,11,16,17392442
2019-07-01,12,3,17392442
2019-07-01,13,4,17392442
2019-07-01,14,4,17392442
2019-07-01,15,9,17392442
2019-07-01,16,5,17392442
2019-07-01,17,7,17392442
2019-07-01,18,1,17392442
2019-07-01,19,0,17392442
2019-07-01,20,1,17392442
2019-07-01,21,0,17392442
2019-07-01,22,0,17392442
2019-07-01,23,0,17392442
2019-07-02,0,0,17478324
2019-07-02,1,0,17478324
2019-07-02,2,0,17478324
2019-07-02,3,0,17478324
2019-07-02,4,0,17478324
2019-07-02,5,0,17478324
2019-07-02,6,1,17478324
2019-07-02,7,2,17478324
2019-07-02,8,12,17478324
2019-07-02,9,5,17478324
2019-07-02,10,9,17478324
2019-07-02,11,15,17478324
2019-07-02,12,10,17478324
2019-07-02,13,9,17478324
2019-07-02,14,5,17478324
2019-07-02,15,9,17478324
2019-07-02,16,2,17478324
2019-07-02,17,2,17478324
2019-07-02,18,1,17478324
2019-07-02,19,0,17478324
2019-07-02,20,2,17478324
2019-07-02,21,1,17478324
2019-07-02,22,0,17478324
2019-07-02,23,0,17478324
2019-07-03,0,0,17521306
2019-07-03,1,0,17521306
2019-07-03,2,0,17521306
2019-07-03,3,0,17521306
2019-07-03,4,0,17521306
2019-07-03,5,0,17521306
2019-07-03,6,1,17521306
2019-07-03,7,2,17521306
2019-07-03,8,4,17521306
2019-07-03,9,3,17521306
2019-07-03,10,14,17521306
2019-07-03,11,8,17521306
2019-07-03,12,6,17521306
2019-07-03,13,8,17521306
2019-07-03,14,3,17521306
2019-07-03,15,9,17521306
2019-07-03,16,6,17521306
2019-07-03,17,2,17521306
2019-07-03,18,3,17521306
2019-07-03,19,2,17521306
2019-07-03,20,1,17521306
2019-07-03,21,0,17521306
2019-07-03,22,1,17521306
2019-07-03,23,0,17521306
2019-07-04,0,0,16486621
2019-07-04,1,0,16486621
2019-07-04,2,0,16486621
2019-07-04,3,0,16486621
2019-07-04,4,0,16486621
2019-07-04,5,0,16486621
2019-07-04,6,0,16486621
2019-07-04,7,1,16486621
2019-07-04,8,5,16486621
2019-07-04,9,10,16486621
2019-07-04,10,13,16486621
2019-07-04,11,9,16486621
2019-07-04,12,6,16486621
2019-07-04,13,7,16486621
2019-07-04,14,8,16486621
2019-07-04,15,6,16486621
2019-07-04,16,6,16486621
2019-07-04,17,5,16486621
2019-07-04,18,5,16486621
2019-07-04,19,0,16486621
2019-07-04,20,2,16486621
2019-07-04,21,0,16486621
2019-07-04,22,0,16486621
2019-07-04,23,2,16486621
2019-07-05,0,0,17142932
2019-07-05,1,0,17142932
2019-07-05,2,0,17142932
2019-07-05,3,0,17142932
2019-07-05,4,0,17142932
2019-07-05,5,0,17142932
2019-07-05,6,0,17142932
2019-07-05,7,4,17142932
2019-07-05,8,5,17142932
2019-07-05,9,3,17142932
2019-07-05,10,6,17142932
2019-07-05,11,5,17142932
2019-07-05,12,4,17142932
2019-07-05,13,5,17142932
2019-07-05,14,4,17142932
2019-07-05,15,7,17142932
2019-07-05,16,6,17142932
2019-07-05,17,7,17142932
2019-07-05,18,1,17142932
2019-07-05,19,0,17142932
2019-07-05,20,1,17142932
2019-07-05,21,2,17142932
2019-07-05,22,1,17142932
2019-07-05,23,0,17142932
2019-07-06,0,0,17212554
2019-07-06,1,0,17212554
2019-07-06,2,0,17212554
2019-07-06,3,0,17212554
2019-07-06,4,0,17212554
2019-07-06,5,0,17212554
2019-07-06,6,0,17212554
2019-07-06,7,1,17212554
2019-07-06,8,1,17212554
2019-07-06,9,13,17212554
2019-07-06,10,6,17212554
2019-07-06,11,6,17212554
2019-07-06,12,8,17212554
2019-07-06,13,8,17212554
2019-07-06,14,1,17212554
2019-07-06,15,12,17212554
2019-07-06,16,7,17212554
2019-07-06,17,2,17212554
2019-07-06,18,5,17212554
2019-07-06,19,2,17212554
2019-07-06,20,0,17212554
2019-07-06,21,1,17212554
2019-07-06,22,1,17212554
2019-07-06,23,0,17212554
2019-07-07,0,0,16756693
2019-07-07,1,0,16756693
2019-07-07,2,0,16756693
2019-07-07,3,0,16756693
2019-07-07,4,0,16756693
2019-07-07,5,0,16756693
2019-07-07,6,0,16756693
2019-07-07,7,2,16756693
2019-07-07,8,1,16756693
2019-07-07,9,3,16756693
2019-07-07,10,4,16756693
2019-07-07,11,5,16756693
2019-07-07,12,5,16756693
2019-07-07,13,9,16756693
2019-07-07,14,10,16756693
2019-07-07,15,7,16756693
2019-07-07,16,7,16756693
2019-07-07,17,6,16756693
2019-07-07,18,0,16756693
2019-07-07,19,1,16756693
2019-07-07,20,1,16756693
2019-07-07,21,1,16756693
2019-07-07,22,0,16756693
2019-07-07,23,0,16756693
2019-07-08,0,0,16908328
2019-07-08,1,0,16908328
2019-07-08,2,0,16908328
2019-07-08,3,0,16908328
2019-07-08,4,0,16908328
2019-07-08,5,0,16908328
2019-07-08,6,1,16908328
2019-07-08,7,0,16908328
2019-07-08,8,8,16908328
2019-07-08,9,7,16908328
2019-07-08,10,11,16908328
2019-07-08,11,11,16908328
2019-07-08,12,10,16908328
2019-07-08,13,11,16908328
2019-07-08,14,7,16908328
2019-07-08,15,5,16908328
2019-07-08,16,7,16908328
2019-07-08,17,2,16908328
2019-07-08,18,0,16908328
2019-07-08,19,2,16908328
2019-07-08,20,0,16908328
2019-07-08,21,0,16908328
2019-07-08,22,1,16908328
2019-07-08,23,0,16908328
2019-07-09,0,0,16684459
2019-07-09,1,0,16684459
2019-07-09,2,0,16684459
2019-07-09,3,0,16684459
2019-07-09,4,0,16684459
2019-07-09,5,0,16684459
2019-07-09,6,1,16684459
2019-07-09,7,0,16684459
2019-07-09,8,1,16684459
2019-07-09,9,1,16684459
2019-07-09,10,1,16684459
2019-07-09,11,3,16684459
2019-07-09,12,1,16684459
2019-07-09,13,2,16684459
2019-07-09,14,0,16684459
2019-07-09,15,0,16684459
2019-07-09,16,0,16684459
2019-07-09,17,0,16684459
2019-07-09,18,3,16684459
2019-07-09,19,0,16684459
2019-07-09,20,0,16684459
2019-07-09,21,1,16684459
2019-07-09,22,0,16684459
2019-07-09,23,1,16684459
2019-07-10,0,0,17071335
2019-07-10,1,0,17071335
2019-07-10,2,0,17071335
2019-07-10,3,0,17071335
2019-07-10,4,0,17071335
2019-07-10,5,0,17071335
2019-07-10,6,0,17071335
2019-07-10,7,1,17071335
2019-07-10,8,1,17071335
2019-07-10,9,4,17071335
2019-07-10,10,6,17071335
2019-07-10,11,2,17071335
2019-07-10,12,6,17071335
2019-07-10,13,8,17071335
2019-07-10,14,10,17071335
2019-07-10,15,8,17071335
2019-07-10,16,2,17071335
2019-07-10,17,3,17071335
2019-07-10,18,1,17071335
2019-07-10,19,3,17071335
2019-07-10,20,1,17071335
2019-07-10,21,1,17071335
2019-07-10,22,0,17071335
2019-07-10,23,0,17071335
