safegraph_place_id,measure_date,day_total_visits,location_name
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-06-08,0,Twin Sisters Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-08,26,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-08,1,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-08,3,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-06-08,1,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-08,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-09,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-09,3,Glacier Creek Stables
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-09,1,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-09,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-09,1,Timber Creek Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-09,34,Glacier Basin Campground
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-06-09,0,Twin Sisters Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-09,8,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-09,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-10,25,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-10,14,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-10,4,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-10,1,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-10,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-10,1,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-10,4,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-11,0,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-11,3,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-11,4,Upper Beaver Meadows
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-11,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-11,45,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-11,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-11,1,Glacier Creek Stables
sg:85091317f75c4dd294d76962fb862e2d,2019-06-12,3,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-12,1,Hollowell Park Trailhead
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-12,3,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-12,1,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-12,4,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-12,29,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-12,7,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-13,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-13,25,Glacier Basin Campground
sg:85091317f75c4dd294d76962fb862e2d,2019-06-13,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-13,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-13,5,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-13,3,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-13,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-14,2,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-14,5,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-14,2,Upper Beaver Meadows
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-14,45,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-14,6,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-06-14,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-14,5,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-15,1,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-15,1,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-15,3,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-15,3,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-15,2,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-15,7,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-15,42,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-16,7,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-16,55,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-16,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-16,3,Glacier Creek Stables
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-16,0,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-16,4,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-16,0,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-17,2,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-17,2,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-17,5,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-17,6,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-17,30,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-17,0,The Pool
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-17,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-17,1,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-18,5,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-18,2,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-18,4,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-18,2,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-18,6,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-18,48,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-18,1,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-18,0,The Pool
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-19,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-19,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-19,43,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-19,3,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-19,1,Glacier Creek Stables
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-19,2,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-19,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-19,15,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-20,2,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-20,4,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-20,1,Upper Beaver Meadows
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-20,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-20,37,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-20,0,The Pool
sg:85091317f75c4dd294d76962fb862e2d,2019-06-20,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-20,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-21,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-21,2,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-21,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-21,4,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-21,2,Timber Creek Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-21,1,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-21,6,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-21,44,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-22,6,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-22,37,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-22,0,The Pool
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-22,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-22,3,Glacier Creek Stables
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-22,0,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-22,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-22,4,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-23,3,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-23,1,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-23,1,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-23,4,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-06-23,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-23,61,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-23,0,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-23,2,Glacier Creek Stables
sg:85091317f75c4dd294d76962fb862e2d,2019-06-24,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-24,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-24,0,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-24,0,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-24,2,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-24,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-24,55,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-25,35,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-25,3,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-06-25,3,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-25,4,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-25,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-25,1,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-25,4,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-26,0,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-26,4,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-26,2,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-26,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-26,34,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-26,0,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-26,2,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-27,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-27,1,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-27,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-27,3,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-27,6,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-27,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-27,40,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-28,33,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-28,5,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-06-28,3,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-28,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-28,2,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-28,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-28,3,Timber Creek Campground
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-29,5,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-29,1,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-29,1,Upper Beaver Meadows
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-29,41,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-29,5,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-06-29,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-29,1,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-06-30,0,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-06-30,1,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-06-30,3,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-06-30,4,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-06-30,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-06-30,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-06-30,58,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-01,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-01,2,Emerald Lake Trail
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-01,0,Twin Sisters Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-01,66,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-01,0,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-01,0,Glacier Creek Stables
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-01,4,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-01,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-01,2,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-02,5,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-02,7,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-02,1,Upper Beaver Meadows
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-02,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-02,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-02,67,Glacier Basin Campground
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-02,0,Twin Sisters Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-07-02,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-02,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-03,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-03,0,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-03,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-03,1,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-03,9,Timber Creek Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-03,60,Glacier Basin Campground
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-03,0,Twin Sisters Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-03,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-03,1,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-04,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-04,67,Glacier Basin Campground
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-04,1,Twin Sisters Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-04,2,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-04,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-04,1,Glacier Creek Stables
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-04,5,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-04,5,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-04,3,Upper Beaver Meadows
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-05,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-05,2,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-05,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-05,48,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-05,5,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-05,1,The Pool
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-05,0,Twin Sisters Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-07-05,1,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-05,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-06,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-06,0,Hollowell Park Trailhead
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-06,12,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-06,5,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-06,2,Bear Lake
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-06,0,Twin Sisters Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-06,51,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-06,4,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-06,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-07,50,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-07,2,Emerald Lake Trail
sg:ff7040f067754b8a95b184aaaf6f39b4,2019-07-07,0,Twin Sisters Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2019-07-07,0,The Pool
sg:85091317f75c4dd294d76962fb862e2d,2019-07-07,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-07,1,Hollowell Park Trailhead
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-07,5,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-07,2,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-07,2,Upper Beaver Meadows
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-08,2,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-08,8,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-08,4,Timber Creek Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-08,66,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-08,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-08,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-09,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-09,1,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-09,4,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-09,3,Upper Beaver Meadows
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-09,0,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-09,7,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-10,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-10,44,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-10,0,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-10,2,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-10,5,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-10,2,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-11,1,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-11,4,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-11,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-11,36,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-11,5,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-11,2,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-12,1,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-12,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-12,0,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-12,2,Timber Creek Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-12,34,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-12,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-13,46,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-13,2,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-13,0,Hollowell Park Trailhead
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-13,3,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-13,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-13,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-14,0,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-14,6,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-14,0,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-14,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-14,48,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-14,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-15,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-15,1,Hollowell Park Trailhead
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-15,2,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-15,1,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-15,5,Timber Creek Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-15,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-15,79,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-16,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-16,58,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-16,2,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-16,0,Glacier Creek Stables
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-16,1,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-16,2,Bear Lake
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-16,4,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-17,0,Upper Beaver Meadows
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-17,2,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-17,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-17,61,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-17,5,Emerald Lake Trail
sg:85091317f75c4dd294d76962fb862e2d,2019-07-17,1,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-17,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-18,0,Glacier Creek Stables
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-18,4,Hollowell Park Trailhead
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-18,0,Timber Creek Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-18,1,Bear Lake
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-18,3,Upper Beaver Meadows
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-18,52,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-18,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-07-19,79,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-07-19,5,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-07-19,1,Hollowell Park Trailhead
sg:85091317f75c4dd294d76962fb862e2d,2019-07-19,0,Glacier Creek Stables
sg:a7dff5bf78354832bc8eb2d51742b8b6,2019-07-19,0,Timber Creek Campground
sg:4a101b32337b489e8fd0c61572c1c970,2019-07-19,0,Upper Beaver Meadows
sg:560ab62c4c534c1286325ae6fa7b0310,2019-07-19,1,Bear Lake
