safegraph_place_id,measure_date,day_total_visits,location_name
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-17,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-17,6,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-17,14,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-17,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-18,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-18,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-18,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-18,13,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-19,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-19,0,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-19,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-19,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-20,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-20,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-20,6,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-20,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-21,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-21,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-21,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-21,1,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-22,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-22,3,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-22,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-22,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-23,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-23,10,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-23,5,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-23,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-24,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-24,2,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-24,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-24,21,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-25,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-25,16,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-25,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-25,3,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-26,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-26,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-26,0,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-26,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-27,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-27,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-27,19,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-27,4,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-28,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-28,2,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-28,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-28,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-29,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-29,10,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-29,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-29,2,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-11-30,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-11-30,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-11-30,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-11-30,5,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-01,3,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-01,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-01,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-01,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-02,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-02,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-02,5,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-02,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-03,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-03,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-03,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-03,0,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-04,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-04,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-04,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-04,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-05,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-05,3,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-05,0,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-05,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-06,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-06,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-06,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-06,3,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-07,11,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-07,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-07,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-07,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-08,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-08,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-08,6,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-08,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-09,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-09,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-09,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-09,2,Glacier Basin Campground
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-10,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-10,0,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-10,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-10,2,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-11,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-11,7,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-11,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-11,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-12,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-12,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-12,1,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-12,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-13,8,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-13,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-13,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-13,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-14,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-14,6,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-14,0,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-14,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-15,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-15,5,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-15,3,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-15,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-16,7,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-16,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-16,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-16,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-17,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-17,7,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-17,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-17,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-18,2,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-18,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-18,7,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-18,11,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-19,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-19,4,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-19,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-19,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-20,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-20,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-20,8,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-20,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-21,3,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-21,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-21,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-21,10,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-22,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-22,22,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-22,7,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-22,2,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-23,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-23,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-23,14,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-23,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-24,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-24,3,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-24,16,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-24,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-25,11,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-25,4,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-25,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-25,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-26,3,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-26,17,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-26,4,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-26,1,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-27,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-27,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-27,22,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-27,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-28,4,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-28,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-28,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-28,6,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-29,2,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-29,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-29,12,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-29,2,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-30,2,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-30,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-30,22,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-30,0,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2019-12-31,25,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2019-12-31,6,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2019-12-31,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2019-12-31,2,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-01,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-01,25,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-01,6,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-01,1,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-02,4,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-02,3,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-02,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-02,23,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-03,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-03,11,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-03,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-03,3,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-04,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-04,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-04,13,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-04,8,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-05,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-05,2,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-05,12,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-05,3,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-06,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-06,8,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-06,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-06,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-07,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-07,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-07,7,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-07,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-08,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-08,1,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-08,11,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-08,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-09,8,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-09,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-09,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-09,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-10,2,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-10,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-10,9,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-10,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-11,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-11,6,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-11,20,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-11,7,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-12,10,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-12,1,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-12,1,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-12,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-13,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-13,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-13,3,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-13,1,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-14,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-14,2,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-14,1,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-14,5,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-15,5,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-15,3,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-15,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-15,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-16,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-16,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-16,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-16,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-17,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-17,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-17,8,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-17,2,Emerald Lake Trail
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-18,7,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-18,11,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-18,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-18,2,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-19,0,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-19,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-19,10,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-19,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-20,1,Bear Lake
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-20,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-20,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-20,9,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-21,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-21,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-21,3,Glacier Basin Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-21,3,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-22,1,Bear Lake
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-22,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-22,8,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-22,4,Emerald Lake Trail
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-23,0,The Pool
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-23,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-23,3,Emerald Lake Trail
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-23,0,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-24,2,Bear Lake
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-24,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-24,4,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-24,9,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-25,0,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-25,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-25,14,Glacier Basin Campground
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-25,3,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-26,4,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-26,3,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-26,13,Glacier Basin Campground
sg:5a95eb1e7e7546d784da873caaacbff4,2020-01-26,1,The Pool
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-27,2,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-27,2,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-27,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-27,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-28,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-28,8,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-28,2,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-28,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-29,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-29,1,Bear Lake
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-29,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-29,2,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-30,1,Emerald Lake Trail
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-30,2,Glacier Basin Campground
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-30,0,Hollowell Park Trailhead
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-30,1,Bear Lake
sg:560ab62c4c534c1286325ae6fa7b0310,2020-01-31,0,Bear Lake
sg:a5f0afb0a893464fa44bb741f2ca84c0,2020-01-31,14,Glacier Basin Campground
sg:50d9b0f6122a4ec6b50c0ec8a2f96652,2020-01-31,3,Emerald Lake Trail
sg:c0a5d4ae7a88442e99008a4177f73984,2020-01-31,0,Hollowell Park Trailhead
sg:c0a5d4ae7a88442e99008a4177f73984,2020-02-01,2,Hollowell Park Trailhead
